"x position" "y position"
-2.820068771095703 -3.258152462679425
-3.0785636486544083 -3.5315285611776055
-2.4368942227015826 -3.617265261366746
-2.6078859247173902 -2.46837760332421
-2.7835813298656964 -2.5756465159313633
-2.630793921629848 -2.0598113419886177
-2.1954279110221666 -2.5212806194071407
-2.2927637038995554 -2.7141813275040776
-2.029457296214151 -2.8781930375263443
-2.157690557861083 -1.2895979159844895
-2.23176620918308 -1.3496108958411337
-2.1054305895047056 -2.687684223931493
-1.9419060337092648 -1.1910041032073981
-1.694011682299381 -2.37098624833371
-1.927113587712992 -1.5989549310573887
-1.5703772768218682 -0.5060826911651957
-1.7098331127138449 -1.7952430539430397
-1.2290476995431958 -0.7965115396954141
-0.9712581477929801 -1.2061351057404812
-1.053257476150395 -1.2384129741208474
-0.9214824397581338 -1.690747005630454
-0.9318079195317358 -1.8206812940003294
-0.8118078084600848 -1.032535663042846
-0.9753523447921002 -1.6309464357623797
-0.3496171522781335 -0.8482597293427853
-0.6153795912404272 0.4956409795816288
-0.008319321146664005 -0.9063568072666978
-0.1694078825416137 -0.9547755125158803
-0.39782887408483697 -0.06013775350518463
-0.032862818951891165 0.05003624535416348
0.32358252486002637 -0.25532690790825585
-0.17609815047969105 -0.29109918765595244
0.16644663439353258 0.2406388310743542
0.13333948613759677 -0.42386819314750485
0.3857930004628156 0.3117946822678467
0.2676397134233527 -0.320698182028915
0.423058839741399 0.9009925667095905
1.0064684527132917 1.241588394434415
0.4585083269290995 1.0711362745116109
1.0828856837382272 -0.0902606643925673
1.2270456960249532 0.3636295198097177
0.90084308304061 1.695905656980268
1.27443794752962 1.147820393870903
1.3392478167496202 0.7385313112848593
1.5341706223810279 0.9639774736410487
1.3324250315725468 1.4390731626921918
1.5458412043803427 1.4077399733257134
1.598109172170216 0.8314802584741952
1.4853699633045419 1.351514590813239
1.8648104553856537 1.8210196122595266
1.887367770759758 1.735644067520573
2.1276128900836295 2.916883576199618
2.1282637473073374 2.951191174342921
2.6845979480719087 1.878529712670456
2.5616152103021945 2.883279221230781
2.454663331306936 2.089055212982297
2.955184635511667 2.481136222783883
2.872279025850034 1.8339939692762282
2.656870700036732 3.7060812213904564
3.0576499318862522 2.773106564950147
3.261711482788912 2.946423175483281
3.2327695469256215 3.717192589333834
2.8793541607459687 3.266364457681555
3.544919598878703 2.4931507969565745
3.2891718831643204 3.4946302539856084
