"x position" "y position"
1.0400680411106813 0.027676494474755294
1.0079827448515897 0.11186340742885964
1.0291563787846945 0.19673186907333057
1.020353129022093 0.306493749781778
1.0771595286616582 0.3760529057937814
0.9297257031008324 0.45520850157825216
0.9418571780085064 0.519776318095567
0.9579332296387323 0.6162356042799465
0.8679797713083323 0.6450584163195924
0.8135204394571761 0.7365866369468747
0.758615560962125 0.7963639666711018
0.6793831597229202 0.8247707429381413
0.5045352670452266 0.9001361706389782
0.43746072100310396 0.9129990907750388
0.48549059523122945 0.9866859133015148
0.2965675224164755 0.9824768224997892
0.22075626603728923 1.0280767028248026
0.18233784448019574 1.0292450963513309
0.00615224083120356 1.0094626977577366
-0.03697770275289653 1.0239492053849577
-0.1688617536107413 1.0192886717896974
-0.24082262147307212 0.9768647147709378
-0.23191186438462813 0.9470259918285614
-0.30092421232508526 0.9478300461585639
-0.37030251857204455 0.8870973279686013
-0.43095000934692385 0.858285206365633
-0.49523174826095906 0.7686649102048165
-0.6719587586379088 0.7082265045400422
-0.696284342555507 0.6516683729064724
-0.7090309819317725 0.6191682313781525
-0.822726086664227 0.5270000719758183
-0.8278942479990451 0.47104131020982076
-0.8242088930801873 0.37794071396368994
-0.9123641443876449 0.26958485987369335
-0.8472930836800835 0.19145160202386763
-0.9827419574296113 0.10882093865339734
-0.8504690614072281 0.03361056400240299
-0.9495499671759644 -0.05773095217553524
-0.9153616905591124 -0.13363841830542397
-0.923796517498357 -0.2569995416427326
-0.8005078413261365 -0.33287489398274894
-0.8844772910342242 -0.37856429011255827
-0.7474203587077854 -0.4777832394740976
-0.7702876643718438 -0.5574618234101762
-0.6423382230426901 -0.618046525843142
-0.5765206188468317 -0.6869953757750507
-0.6016741775353195 -0.7356811245610553
-0.4835779733706952 -0.8104063453347006
-0.3738648175147141 -0.827865765501257
-0.3827358345444085 -0.9050361509169869
-0.2716722109547783 -0.9286489588306825
-0.19712760171571372 -0.9338546206391964
-0.04935534592703293 -0.9532776217659714
-0.047516534549347615 -0.9835049582500226
0.04279646124147482 -0.9694503298966656
0.114391376505708 -0.9724356869645476
0.29529608890978093 -0.9555492052894721
0.2644307210209032 -0.9212059183271103
0.47570831678658904 -0.9346179421215642
0.46819645048058617 -0.868294177329833
0.5409848970972626 -0.8202812796426675
0.6536187149936574 -0.7875905100201975
0.737799231871625 -0.720011531946509
0.8328736666865952 -0.6978953324405394
0.8198063176301686 -0.6133745468995777
0.9573332895390667 -0.5324194934893282
0.9191822526352975 -0.4839114374975237
0.9108060034897337 -0.3930137148063781
1.0572547657680766 -0.3314435203153206
0.9851678750008164 -0.23017423435482795
0.9947207790241351 -0.13485247668485756
1.1342162459922063 -0.08374307247060925
